Nombre cliente,aviso_padre, IDaviso,Provincia,Ciudad,Zona/colonia,Zona aviso,Tipo de operación,Tipo de propiedad,Tipo de aviso,Destaque,Moneda,Precio,Mt2 totales,Ambientes,Habitaciones,Impresiones,Visitas,Leads,Calidad
CRESTALE PROPIEDADES S.A.,NO,51755240,Santa Fe,Granadero Baigorria,S/D,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$71.605,40,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,51759117,Santa Fe,Granadero Baigorria,S/D,,Venta,Garage,Desarrollos,Super Destacado,USD,$17.850,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186957,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$55.000,32,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,51793740,Santa Fe,Funes,S/D,,Venta,Garage,Desarrollos,Super Destacado,Pesos Argentinos,$31.479.296,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186958,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$52.000,30,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53186970,Santa Fe,Rosario,Distrito Centro,Echesortu,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,232,12,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186979,Santa Fe,Rosario,Distrito Centro,Echesortu,Venta,Apartamento,Desarrollos,Super Destacado,USD,$330.000,126,4,3,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53186980,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,448,29,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186985,Santa Fe,Rosario,Distrito Centro,Echesortu,Venta,Apartamento,Desarrollos,Super Destacado,USD,$87.590,59,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186992,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$130.000,120,3,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187001,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$100.000,48,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187002,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$115.000,83,3,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187005,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$115.000,65,3,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187015,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,372,10,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,51877712,Otros Paises,Uruguay,Montevideo,Punta Carretas,Venta,Garage,Desarrollos,Super Destacado,USD,$0,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187023,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$275.000,326,4,3,0,8,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187035,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,7.717,60,1,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,51980083,Santa Fe,Funes,Zona 15,San Sebastián,Venta,Casa,Avisos,Super Destacado,USD,$0,1829,6,12,8.409,31,,Completo
CRESTALE PROPIEDADES S.A.,NO,53187040,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Garage,Desarrollos,Super Destacado,USD,$20.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187042,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Garage,Desarrollos,Super Destacado,USD,$20.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187047,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$340.000,140,4,3,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187061,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.407,16,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187065,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,699,34,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187067,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$128.621,78,3,2,0,11,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187071,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Garage,Desarrollos,Super Destacado,USD,$0,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187072,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,115,11,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187079,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$135.828,78,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187083,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.729,31,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187085,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,89,7,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187090,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$75.000,44,2,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187095,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$81.000,39,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187096,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$82.000,39,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187102,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$112.021,70,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187106,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$90.005,60,3,2,0,8,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187107,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$119.024,70,3,2,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187108,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$85.239,55,3,2,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187109,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.297,24,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187112,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$66.000,33,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187118,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$66.000,33,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187124,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$96.029,60,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187127,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$111.979,70,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187128,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$110.634,70,3,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187129,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Garage,Desarrollos,Super Destacado,USD,$18.749,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187137,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,511,43,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187139,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$70.505,47,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187140,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$186.852,105,4,3,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187143,Santa Fe,Rosario,Distrito Centro,Nuestra Señora de Lourdes,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,145,7,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187145,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$76.500,51,2,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187146,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$85.500,57,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187151,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,247,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187152,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$85.500,57,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187154,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$75.000,50,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187155,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$195.000,130,4,3,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187163,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$85.500,57,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187164,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$160.000,81,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187165,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$47.000,26,1,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187168,Santa Fe,Rosario,Distrito Centro,Nuestra Señora de Lourdes,Venta,Apartamento,Desarrollos,Super Destacado,USD,$109.209,63,4,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187171,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$47.000,26,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187173,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$64.500,43,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187174,Santa Fe,Rosario,Distrito Centro,Nuestra Señora de Lourdes,Venta,Apartamento,Desarrollos,Super Destacado,USD,$132.712,62,4,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187175,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Garage,Desarrollos,Super Destacado,USD,$19.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187176,Santa Fe,Rosario,Distrito Centro,República de la Sexta,Venta,Apartamento,Desarrollos,Super Destacado,USD,$90.000,60,2,1,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187177,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$47.000,26,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187179,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$65.500,46,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187184,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,168,6,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187190,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,118,3,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187191,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$94.500,63,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187192,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$97.650,63,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187197,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,548,12,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187201,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$281.650,172,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187203,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$66.500,46,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187205,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$69.500,46,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187207,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,582,35,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187209,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$47.000,26,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187210,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$73.000,49,2,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187212,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$120.000,87,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187213,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$70.000,49,2,1,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187215,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187216,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$45.000,26,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187217,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$20.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187218,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$323.701,243,5,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187219,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,266,19,2,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187225,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$190.000,162,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187230,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,315,63,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,52585662,Santa Fe,Funes,Zona 10,Kentucky,Venta,Casa,Avisos,Super Destacado,USD,$980.000,1200,7,8,1.389,22,,Completo
CRESTALE PROPIEDADES S.A.,SI,53187238,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,973,14,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,52680060,Santa Fe,Funes,S/D,,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,52743972,Santa Fe,Funes,Zona 10,Kentucky,Venta,Casa,Avisos,Super Destacado,USD,$1.050.000,1200,10,12,2.432,30,1,Completo
CRESTALE PROPIEDADES S.A.,SI,52751775,Otros Paises,Uruguay,Maldonado,La Barra,Venta,Horizontal,Desarrollos,Super Destacado,,,0,,0,825,19,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,52751776,Otros Paises,Uruguay,Maldonado,La Barra,Venta,Terrenos,Desarrollos,Super Destacado,USD,$240.000,1000,0,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,52751777,Otros Paises,Uruguay,Maldonado,La Barra,Venta,Terrenos,Desarrollos,Super Destacado,USD,$480.000,1000,0,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187240,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$220.000,110,5,3,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,52781388,Santa Fe,Funes,Zona 10,Kentucky,Venta,Casa,Avisos,Super Destacado,USD,$1.100.000,1200,5,9,2.246,23,,Completo
CRESTALE PROPIEDADES S.A.,NO,53187241,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$401.292,167,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187242,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$408.122,167,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,52872039,Santa Fe,Funes,S/D,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$140.000,115,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187243,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$244.584,104,4,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187244,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$28.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187251,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$210.000,110,5,3,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187268,Santa Fe,Rosario,Distrito Centro,Nuestra Señora de Lourdes,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,564,13,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187283,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Apartamento,Desarrollos,Super Destacado,USD,$42.000,28,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187284,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Apartamento,Desarrollos,Super Destacado,USD,$46.000,34,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187285,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Apartamento,Desarrollos,Super Destacado,USD,$42.000,28,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187287,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,318,16,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187288,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Apartamento,Desarrollos,Super Destacado,USD,$43.000,29,2,1,0,4,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187331,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Apartamento,Desarrollos,Super Destacado,USD,$45.000,34,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187335,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$25.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187336,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$117.945,52,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187343,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$212.470,139,3,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187345,Santa Fe,Rosario,Distrito Centro,Luis Agote,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.404,35,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187355,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$115.324,52,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187377,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$110.082,52,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187400,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,408,22,1,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187412,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,717,14,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187416,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,3.412,41,1,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187424,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,47,10,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187438,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$148.000,83,3,2,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187442,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$98.000,64,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187444,Santa Fe,Rosario,Distrito Centro,,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$190.000,125,0,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187450,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$103.000,66,2,1,0,5,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187461,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$95.000,64,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187465,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,481,13,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187466,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$20.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187467,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$108.480,47,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187469,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$105.565,70,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187470,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$132.325,84,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187471,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$82.080,36,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187474,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.164,10,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187475,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$118.108,68,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187476,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$105.345,46,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187477,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$102.564,59,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187478,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$92.082,59,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187479,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$20.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187482,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$112.000,68,3,2,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187483,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$110.000,68,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187486,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$111.000,68,3,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187490,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$115.000,100,3,2,0,16,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187491,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Apartamento,Desarrollos,Super Destacado,USD,$75.000,64,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53061330,Santa Fe,Funes,S/D,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$180.000,132,4,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187493,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Garage,Desarrollos,Super Destacado,USD,$16.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53187521,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,451,36,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53187523,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$146.200,86,3,2,0,2,,Sin Datos
