Nombre cliente,aviso_padre, IDaviso,Provincia,Ciudad,Zona/colonia,Zona aviso,Tipo de operación,Tipo de propiedad,Tipo de aviso,Destaque,Moneda,Precio,Mt2 totales,Ambientes,Habitaciones,Impresiones,Visitas,Leads,Calidad
CRESTALE PROPIEDADES S.A.,SI,47830855,Santa Fe,Funes,Zona 10,Kentucky,Venta,Terrenos,Avisos,Super Destacado,USD,$950.000,2400,0,0,1.235,2,,Completo
CRESTALE PROPIEDADES S.A.,SI,51749823,Santa Fe,Rosario,Alberdi,,Venta,Casa,Avisos,Super Destacado,USD,$0,2438,4,9,12.305,54,1,Completo
CRESTALE PROPIEDADES S.A.,SI,53171223,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Avisos,Super Destacado,USD,$190.000,87,2,3,1.653,7,,Completo
CRESTALE PROPIEDADES S.A.,SI,53186241,Santa Fe,Rosario,Alberdi,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.513,30,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186242,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$68.000,77,3,2,0,5,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186244,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$79.900,94,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53186705,Santa Fe,Rosario,Alberdi,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,491,15,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,53186807,Santa Fe,Rosario,Alberdi,,Venta,Garage,Desarrollos,Super Destacado,USD,$10.000,0,0,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53210377,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Avisos,Simple,USD,$65.000,60,2,3,234,5,,Completo
CRESTALE PROPIEDADES S.A.,SI,53264839,Santa Fe,Rosario,Alberdi,,Venta,Casa,Avisos,Super Destacado,USD,$240.000,239,4,9,3.379,32,,Completo
CRESTALE PROPIEDADES S.A.,SI,54265057,Santa Fe,Rosario,Alberdi,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,1.781,55,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265105,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$810.000,440,4,3,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265110,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$410.000,165,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265111,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$430.000,250,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265113,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$320.000,126,3,2,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265114,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$370.000,151,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265115,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$425.000,165,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265116,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$400.000,243,3,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265117,Santa Fe,Rosario,Alberdi,,Venta,Garage,Desarrollos,Super Destacado,USD,$25.000,12,0,0,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265119,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$170.000,62,1,0,0,6,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265123,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$410.000,245,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265124,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$430.000,276,3,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54265125,Santa Fe,Rosario,Alberdi,,Venta,Garage,Desarrollos,Super Destacado,USD,$24.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54359525,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$425.000,266,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54360412,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$425.000,165,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54360413,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$410.000,165,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54360613,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$455.000,245,4,3,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54362088,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$470.000,295,4,3,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,54390473,Santa Fe,Rosario,Alberdi,,Venta,Casa,Avisos,Simple,USD,$150.000,296,4,9,458,6,,Completo
CRESTALE PROPIEDADES S.A.,SI,54830680,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Avisos,Simple,USD,$68.000,77,3,6,354,12,,Completo
CRESTALE PROPIEDADES S.A.,SI,54842358,Santa Fe,Rosario,Alberdi,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,840,15,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,54842361,Santa Fe,Rosario,Alberdi,,Venta,Garage,Desarrollos,Super Destacado,USD,$16.503,11,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,54856715,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Avisos,Super Destacado,USD,$79.900,94,3,6,3.527,47,,Completo
CRESTALE PROPIEDADES S.A.,SI,54991565,Santa Fe,Rosario,Alberdi,,Venta,Casa,Avisos,Simple,USD,$590.000,1123,5,15,618,26,,Completo
CRESTALE PROPIEDADES S.A.,NO,55143460,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$125.220,83,3,2,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,55143461,Santa Fe,Rosario,Alberdi,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$125.220,83,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,53265129,Santa Fe,Rosario,Arroyito,,Venta,Casa,Avisos,Super Destacado,USD,$170.000,138,3,6,4.019,89,,Completo
CRESTALE PROPIEDADES S.A.,SI,54874591,Santa Fe,Rosario,Arroyito,,Venta,Casa,Avisos,Super Destacado,USD,$320.000,219,5,12,2.811,37,,Completo
CRESTALE PROPIEDADES S.A.,SI,48519338,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,554,20,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519447,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$51.435,42,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519448,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$101.790,51,2,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519449,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$105.000,75,3,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519455,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$60.000,44,1,0,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519462,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$103.805,122,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519464,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$17.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519466,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,12,0,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519468,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48519470,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48594580,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,251,25,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594585,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$130.000,54,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594587,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$134.800,54,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594588,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$128.750,54,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48594611,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,224,15,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594612,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$244.000,98,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594615,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$122.000,41,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594620,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$235.500,98,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48594621,Santa Fe,Rosario,Distrito Centro,,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$134.400,64,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48641991,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,335,12,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48641992,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$115.000,93,3,2,0,9,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48641995,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Garage,Desarrollos,Super Destacado,USD,$17.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871029,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,240,26,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871083,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,666,37,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871104,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$360.500,150,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871140,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,743,37,1,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871168,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,469,19,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871176,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,914,29,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871181,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$128.000,42,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871195,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$158.000,42,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871230,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$360.500,150,4,3,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871239,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,484,12,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871243,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,148,6,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871267,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$16.500,0,0,0,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871268,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$75.000,69,2,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871276,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Garage,Desarrollos,Super Destacado,USD,$25.750,12,0,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871287,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$19.500,0,0,0,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871297,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,168,7,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871300,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$53.500,33,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871309,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$19.500,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871317,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$65.000,43,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871326,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$65.000,43,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871341,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$65.000,43,2,1,0,3,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871351,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$65.000,43,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871357,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$55.000,43,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871362,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,91,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871364,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$57.000,46,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871372,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,610,12,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871379,Santa Fe,Rosario,Distrito Centro,Martín,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871380,Santa Fe,Rosario,Distrito Centro,,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$49.500,36,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871392,Santa Fe,Rosario,Distrito Centro,,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$67.200,42,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871409,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$62.400,50,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871424,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$79.950,50,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48871463,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,316,13,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871486,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$27.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871487,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$62.400,50,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871498,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$40.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871501,Santa Fe,Rosario,Distrito Centro,,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$62.400,50,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871514,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$59.950,35,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871525,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$59.950,35,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871533,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$21.000,0,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871538,Santa Fe,Rosario,Distrito Centro,,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$62.400,39,1,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871608,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$17.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871609,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$19.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871610,Santa Fe,Rosario,Distrito Centro,,Venta,Garage,Desarrollos,Super Destacado,USD,$19.000,12,0,0,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871611,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$78.000,47,2,1,0,9,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871612,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$80.000,47,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871613,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$82.000,47,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871614,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$86.000,47,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871619,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$79.000,47,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871620,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$84.000,47,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871623,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$86.000,47,2,1,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871628,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$80.000,49,2,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871629,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$78.000,49,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871630,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$74.000,49,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871631,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$74.000,49,2,1,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871632,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$76.000,49,2,1,0,6,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871635,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$82.000,49,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871836,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$165.000,141,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871837,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$175.000,162,3,2,0,3,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871838,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$170.000,154,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871845,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$43.000,28,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871859,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$80.850,49,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871861,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Local Comercial,Desarrollos,Super Destacado,USD,$80.000,42,0,0,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48871862,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Garage,Desarrollos,Super Destacado,USD,$15.000,12,0,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48872508,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$65.000,43,2,1,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48875660,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,234,22,2,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48875665,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$295.100,197,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48875668,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Garage,Desarrollos,Super Destacado,USD,$19.500,0,0,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,48875669,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Oficina comercial,Desarrollos,Super Destacado,USD,$132.800,58,2,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,48905037,Santa Fe,Rosario,Distrito Centro,,Venta,Terrenos,Avisos,Simple,USD,$1.390.000,387,0,0,84,1,,Completo
CRESTALE PROPIEDADES S.A.,NO,49105940,Santa Fe,Rosario,Distrito Centro,Abasto,Venta,Apartamento,Desarrollos,Super Destacado,USD,$73.000,43,1,0,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,49199335,Santa Fe,Rosario,Distrito Centro,Echesortu,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,286,35,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49199345,Santa Fe,Rosario,Distrito Centro,Echesortu,Venta,Apartamento,Desarrollos,Super Destacado,USD,$181.000,101,4,3,0,11,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49199356,Santa Fe,Rosario,Distrito Centro,Echesortu,Venta,Apartamento,Desarrollos,Super Destacado,USD,$96.000,57,2,1,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,49314916,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,349,29,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49314919,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$142.500,77,3,2,0,2,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49314920,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$152.000,77,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49314921,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$147.250,77,3,2,0,1,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49314922,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$109.250,69,2,1,0,5,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49314923,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$152.000,77,3,2,0,0,,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49314924,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$156.750,77,3,2,0,4,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,49508874,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Avisos,Super Destacado,USD,$140.000,64,2,3,1.291,16,,Completo
CRESTALE PROPIEDADES S.A.,SI,49603206,Santa Fe,Rosario,Distrito Centro,,Venta,Vertical,Desarrollos,Super Destacado,,,0,,0,116,25,1,Sin Datos
CRESTALE PROPIEDADES S.A.,NO,49603208,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Desarrollos,Super Destacado,USD,$139.103,80,4,2,0,5,,Sin Datos
CRESTALE PROPIEDADES S.A.,SI,50205782,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Avisos,Super Destacado,USD,$365.000,230,5,12,1.462,51,1,Completo
CRESTALE PROPIEDADES S.A.,SI,50210941,Santa Fe,Rosario,Distrito Centro,,Venta,Apartamento,Avisos,Super Destacado,USD,$2.200.000,382,5,12,1.318,70,,Completo
